# OpenSignals Text File Format. Version 1
# {"20:19:07:00:80:D4": {"position": 0, "device": "bitalino_rev", "device name": "20:19:07:00:80:D4", "device connection": "BTH20:19:07:00:80:D4", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10, 10, 10, 10, 6, 6], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2022-3-2", "time": "8:59:17.154", "channels": [1, 2, 3, 4, 5, 6], "sensor": ["RAW", "RAW", "RAW", "RAW", "RAW", "RAW"], "label": ["A1", "A2", "A3", "A4", "A5", "A6"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A1", "A2", "A3", "A4", "A5", "A6"], "special": [{}, {}, {}, {}, {}, {}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
0	0	0	0	0	0	1022	1023	7	0	0	
1	0	0	0	0	0	1022	1023	8	0	0	
2	0	0	0	0	0	1023	1023	7	0	0	
3	0	0	0	0	0	1023	1023	7	0	0	
4	0	0	0	0	0	0	0	0	0	0	
5	0	0	0	0	200	0	0	0	0	0	
6	0	0	0	0	1022	0	0	0	0	0	
7	0	0	0	0	1022	0	0	0	0	0	
8	0	0	0	0	1022	0	0	0	0	0	
9	0	0	0	0	1022	0	0	0	0	0	
10	0	0	0	0	1022	0	41	0	0	0	
11	0	0	0	0	1023	0	0	0	0	0	
12	0	0	0	0	1023	0	0	0	0	0	
13	0	0	0	0	1023	700	811	5	0	0	
14	0	0	0	0	401	1022	1023	7	0	0	
15	0	0	0	0	0	1022	1023	7	0	0	
0	0	0	0	0	0	1022	1023	7	0	0	
1	0	0	0	0	0	1023	1023	8	0	0	
2	0	0	0	0	0	1023	1023	7	0	0	
3	0	0	0	0	0	1022	1023	7	0	0	
4	0	0	0	0	0	1023	1023	7	0	0	
5	0	0	0	0	0	0	0	0	0	0	
6	0	0	0	0	1022	0	0	0	0	0	
7	0	0	0	0	1022	0	0	0	0	0	
8	0	0	0	0	1022	0	0	0	0	0	
9	0	0	0	0	1023	0	0	0	0	0	
10	0	0	0	0	1023	0	0	0	0	0	
11	0	0	0	0	1023	0	56	0	0	0	
12	0	0	0	0	1022	0	0	0	0	0	
13	0	0	0	0	1023	0	0	0	0	0	
14	0	0	0	0	1023	1023	1023	7	0	0	
15	0	0	0	0	0	1022	1023	7	0	0	
0	0	0	0	0	0	1023	1023	7	0	0	
1	0	0	0	0	0	1023	1023	8	0	0	
2	0	0	0	0	0	1022	1023	7	0	0	
3	0	0	0	0	0	1023	1023	7	0	0	
4	0	0	0	0	0	1022	1023	7	0	0	
5	0	0	0	0	0	758	513	1	0	0	
6	0	0	0	0	0	0	0	0	0	0	
7	0	0	0	0	1022	0	0	0	0	0	
8	0	0	0	0	1023	0	0	0	0	0	
9	0	0	0	0	1022	0	0	0	0	0	
10	0	0	0	0	1022	0	0	0	0	0	
11	0	0	0	0	1022	0	0	0	0	0	
12	0	0	0	0	1022	0	0	0	0	0	
13	0	0	0	0	1023	0	0	0	0	0	
14	0	0	0	0	1023	0	135	0	0	0	
15	0	0	0	0	1022	1023	1023	7	0	0	
0	0	0	0	0	0	1023	1023	7	0	0	
1	0	0	0	0	0	1022	1023	8	0	0	
2	0	0	0	0	0	1023	1023	7	0	0	
3	0	0	0	0	0	1022	1023	7	0	0	
4	0	0	0	0	0	1023	1023	7	0	0	
5	0	0	0	0	0	1023	1023	7	0	0	
6	0	0	0	0	0	0	580	2	0	0	
7	0	0	0	0	254	0	308	0	0	0	
8	0	0	0	0	1023	0	222	0	0	0	
9	0	0	0	0	1022	0	0	0	0	0	
10	0	0	0	0	1023	0	0	0	0	0	
11	0	0	0	0	1023	0	0	0	0	0	
12	0	0	0	0	1022	0	147	0	0	0	
13	0	0	0	0	1022	0	0	0	0	0	
14	0	0	0	0	1023	0	0	0	0	0	
15	0	0	0	0	1023	764	834	6	0	0	
0	0	0	0	0	267	1023	1023	7	0	0	
1	0	0	0	0	0	1022	1023	8	0	0	
2	0	0	0	0	0	1022	1023	7	0	0	
3	0	0	0	0	0	1023	1023	7	0	0	
4	0	0	0	0	0	1022	1023	7	0	0	
5	0	0	0	0	0	1022	1023	7	0	0	
6	0	0	0	0	0	1023	1023	7	0	0	
7	0	0	0	0	0	0	0	0	0	0	
8	0	0	0	0	1023	0	0	0	0	0	
9	0	0	0	0	1023	0	0	0	0	0	
10	0	0	0	0	1022	0	0	0	0	0	
11	0	0	0	0	1022	0	0	0	0	0	
12	0	0	0	0	1023	0	36	0	0	0	
13	0	0	0	0	1023	0	128	0	0	0	
14	0	0	0	0	1023	0	0	0	0	0	
15	0	0	0	0	1022	0	0	0	0	0	
0	0	0	0	0	1023	1023	1023	7	0	0	
1	0	0	0	0	0	1023	1023	8	0	0	
2	0	0	0	0	0	1022	1023	7	0	0	
3	0	0	0	0	0	1022	1023	7	0	0	
4	0	0	0	0	0	1022	1023	7	0	0	
5	0	0	0	0	0	1022	1023	7	0	0	
6	0	0	0	0	0	1022	1023	7	0	0	
7	0	0	0	0	0	688	440	1	0	0	
8	0	0	0	0	0	0	0	0	0	0	
9	0	0	0	0	1023	0	0	0	0	0	
10	0	0	0	0	1022	0	0	0	0	0	
11	0	0	0	0	1022	0	0	0	0	0	
12	0	0	0	0	1023	0	0	0	0	0	
13	0	0	0	0	1023	0	0	0	0	0	
14	0	0	0	0	1022	0	0	0	0	0	
