# OpenSignals Text File Format. Version 1
# {"20:19:07:00:80:D4": {"position": 0, "device": "bitalino_rev", "device name": "20:19:07:00:80:D4", "device connection": "BTH20:19:07:00:80:D4", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2022-3-9", "time": "14:22:11.221", "channels": [1], "sensor": ["RAW"], "label": ["A1"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A1"], "special": [{}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
0	0	0	0	0	501	
1	0	0	0	0	508	
2	0	0	0	0	506	
3	0	0	0	0	477	
4	0	0	0	0	473	
5	0	0	0	0	468	
6	0	0	0	0	465	
7	0	0	0	0	475	
8	0	0	0	0	506	
9	0	0	0	0	513	
10	0	0	0	0	533	
11	0	0	0	0	552	
12	0	0	0	0	562	
13	0	0	0	0	556	
14	0	0	0	0	556	
15	0	0	0	0	539	
0	0	0	0	0	531	
1	0	0	0	0	517	
2	0	0	0	0	512	
3	0	0	0	0	512	
4	0	0	0	0	490	
5	0	0	0	0	471	
6	0	0	0	0	480	
7	0	0	0	0	489	
8	0	0	0	0	481	
9	0	0	0	0	502	
10	0	0	0	0	514	
11	0	0	0	0	513	
12	0	0	0	0	532	
13	0	0	0	0	524	
14	0	0	0	0	502	
15	0	0	0	0	490	
0	0	0	0	0	498	
1	0	0	0	0	510	
2	0	0	0	0	511	
3	0	0	0	0	521	
4	0	0	0	0	512	
5	0	0	0	0	496	
6	0	0	0	0	494	
7	0	0	0	0	502	
8	0	0	0	0	518	
9	0	0	0	0	527	
10	0	0	0	0	537	
11	0	0	0	0	544	
12	0	0	0	0	537	
13	0	0	0	0	534	
14	0	0	0	0	525	
15	0	0	0	0	516	
0	0	0	0	0	496	
1	0	0	0	0	494	
2	0	0	0	0	500	
3	0	0	0	0	501	
4	0	0	0	0	503	
5	0	0	0	0	494	
6	0	0	0	0	490	
7	0	0	0	0	495	
8	0	0	0	0	497	
9	0	0	0	0	514	
10	0	0	0	0	513	
11	0	0	0	0	514	
12	0	0	0	0	513	
13	0	0	0	0	515	
14	0	0	0	0	519	
15	0	0	0	0	517	
0	0	0	0	0	520	
1	0	0	0	0	533	
2	0	0	0	0	511	
3	0	0	0	0	512	
4	0	0	0	0	502	
5	0	0	0	0	485	
6	0	0	0	0	486	
7	0	0	0	0	499	
8	0	0	0	0	502	
9	0	0	0	0	524	
10	0	0	0	0	532	
11	0	0	0	0	524	
12	0	0	0	0	518	
13	0	0	0	0	503	
14	0	0	0	0	504	
15	0	0	0	0	520	
0	0	0	0	0	527	
1	0	0	0	0	514	
2	0	0	0	0	527	
3	0	0	0	0	528	
4	0	0	0	0	518	
5	0	0	0	0	504	
6	0	0	0	0	493	
7	0	0	0	0	485	
8	0	0	0	0	492	
9	0	0	0	0	502	
10	0	0	0	0	502	
11	0	0	0	0	516	
12	0	0	0	0	525	
13	0	0	0	0	529	
14	0	0	0	0	523	
15	0	0	0	0	524	
0	0	0	0	0	519	
1	0	0	0	0	516	
2	0	0	0	0	513	
3	0	0	0	0	508	
4	0	0	0	0	502	
5	0	0	0	0	512	
6	0	0	0	0	520	
7	0	0	0	0	518	
8	0	0	0	0	509	
9	0	0	0	0	511	
10	0	0	0	0	510	
11	0	0	0	0	514	
12	0	0	0	0	501	
13	0	0	0	0	481	
14	0	0	0	0	470	
15	0	0	0	0	485	
0	0	0	0	0	497	
1	0	0	0	0	520	
2	0	0	0	0	548	
3	0	0	0	0	560	
4	0	0	0	0	545	
5	0	0	0	0	521	
6	0	0	0	0	508	
7	0	0	0	0	498	
8	0	0	0	0	491	
9	0	0	0	0	492	
10	0	0	0	0	506	
11	0	0	0	0	501	
12	0	0	0	0	497	
13	0	0	0	0	498	
14	0	0	0	0	516	
15	0	0	0	0	505	
0	0	0	0	0	486	
1	0	0	0	0	488	
2	0	0	0	0	496	
3	0	0	0	0	495	
4	0	0	0	0	509	
5	0	0	0	0	539	
6	0	0	0	0	547	
7	0	0	0	0	543	
8	0	0	0	0	539	
9	0	0	0	0	524	
10	0	0	0	0	526	
11	0	0	0	0	517	
12	0	0	0	0	495	
13	0	0	0	0	489	
14	0	0	0	0	487	
15	0	0	0	0	498	
0	0	0	0	0	514	
1	0	0	0	0	513	
2	0	0	0	0	520	
3	0	0	0	0	520	
4	0	0	0	0	501	
5	0	0	0	0	504	
6	0	0	0	0	506	
7	0	0	0	0	518	
8	0	0	0	0	535	
9	0	0	0	0	530	
10	0	0	0	0	530	
11	0	0	0	0	509	
12	0	0	0	0	496	
13	0	0	0	0	488	
14	0	0	0	0	491	
15	0	0	0	0	505	
0	0	0	0	0	521	
1	0	0	0	0	532	
2	0	0	0	0	527	
3	0	0	0	0	519	
4	0	0	0	0	520	
5	0	0	0	0	519	
6	0	0	0	0	499	
7	0	0	0	0	504	
8	0	0	0	0	510	
9	0	0	0	0	499	
10	0	0	0	0	490	
11	0	0	0	0	496	
12	0	0	0	0	483	
13	0	0	0	0	500	
14	0	0	0	0	516	
15	0	0	0	0	525	
0	0	0	0	0	494	
1	0	0	0	0	490	
2	0	0	0	0	499	
3	0	0	0	0	516	
4	0	0	0	0	526	
5	0	0	0	0	528	
6	0	0	0	0	525	
7	0	0	0	0	543	
8	0	0	0	0	528	
9	0	0	0	0	531	
10	0	0	0	0	517	
11	0	0	0	0	503	
12	0	0	0	0	513	
13	0	0	0	0	518	
14	0	0	0	0	516	
15	0	0	0	0	507	
0	0	0	0	0	509	
1	0	0	0	0	512	
2	0	0	0	0	501	
3	0	0	0	0	496	
4	0	0	0	0	515	
5	0	0	0	0	521	
6	0	0	0	0	516	
7	0	0	0	0	504	
8	0	0	0	0	487	
9	0	0	0	0	505	
10	0	0	0	0	508	
11	0	0	0	0	513	
