# OpenSignals Text File Format. Version 1
# {"20:19:07:00:80:D4": {"position": 0, "device": "bitalino_rev", "device name": "sEMG1", "device connection": "BTH20:19:07:00:80:D4", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10, 10, 10], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2022-3-9", "time": "10:12:22.225", "channels": [1, 2, 3], "sensor": ["EMGBITREV", "EMGBITREV", "EMGBITREV"], "label": ["A1", "A2", "A3"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A1", "A2", "A3"], "special": [{}, {}, {}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
0	0	0	0	0	0	483	1023	
1	0	0	0	0	0	474	799	
2	0	0	0	0	0	477	0	
3	0	0	0	0	0	487	0	
4	0	0	0	0	0	491	1023	
5	0	0	0	0	829	514	1023	
6	0	0	0	0	1022	512	0	
7	0	0	0	0	834	512	0	
8	0	0	0	0	736	526	0	
9	0	0	0	0	657	514	0	
10	0	0	0	0	1022	509	276	
11	0	0	0	0	1022	491	0	
12	0	0	0	0	1000	484	0	
13	0	0	0	0	580	447	0	
14	0	0	0	0	934	407	1023	
15	0	0	0	0	1022	402	1023	
0	0	0	0	0	1022	428	1023	
1	0	0	0	0	916	447	1023	
2	0	0	0	0	712	499	473	
3	0	0	0	0	604	568	0	
4	0	0	0	0	31	646	1023	
5	0	0	0	0	839	639	1023	
6	0	0	0	0	1022	628	1023	
7	0	0	0	0	1022	630	0	
8	0	0	0	0	1022	621	0	
9	0	0	0	0	909	597	0	
10	0	0	0	0	922	532	0	
11	0	0	0	0	1022	504	537	
12	0	0	0	0	1022	471	0	
13	0	0	0	0	1022	462	0	
14	0	0	0	0	352	448	1023	
15	0	0	0	0	969	413	1023	
0	0	0	0	0	1022	436	1023	
1	0	0	0	0	841	479	1023	
2	0	0	0	0	733	497	1023	
3	0	0	0	0	427	530	147	
4	0	0	0	0	465	528	0	
5	0	0	0	0	0	539	1023	
6	0	0	0	0	697	565	1023	
7	0	0	0	0	990	511	1023	
8	0	0	0	0	655	497	0	
9	0	0	0	0	317	501	0	
10	0	0	0	0	0	528	0	
11	0	0	0	0	0	490	0	
12	0	0	0	0	568	410	199	
13	0	0	0	0	654	453	0	
14	0	0	0	0	194	481	0	
15	0	0	0	0	0	522	1023	
0	0	0	0	0	730	584	1023	
1	0	0	0	0	529	601	1023	
2	0	0	0	0	380	601	1023	
3	0	0	0	0	504	634	799	
4	0	0	0	0	475	634	0	
5	0	0	0	0	431	522	0	
6	0	0	0	0	260	478	1023	
7	0	0	0	0	919	491	1023	
8	0	0	0	0	1022	495	0	
9	0	0	0	0	746	492	0	
10	0	0	0	0	616	502	0	
11	0	0	0	0	326	518	0	
12	0	0	0	0	527	505	310	
13	0	0	0	0	1022	486	0	
14	0	0	0	0	588	487	0	
15	0	0	0	0	74	491	0	
0	0	0	0	0	418	494	1023	
1	0	0	0	0	853	490	1023	
2	0	0	0	0	912	491	1023	
3	0	0	0	0	775	488	1023	
4	0	0	0	0	691	495	464	
5	0	0	0	0	582	508	0	
6	0	0	0	0	0	516	1023	
7	0	0	0	0	467	516	1023	
8	0	0	0	0	926	516	1023	
9	0	0	0	0	894	523	0	
10	0	0	0	0	546	513	0	
11	0	0	0	0	110	494	0	
12	0	0	0	0	0	489	0	
13	0	0	0	0	0	505	572	
14	0	0	0	0	0	516	0	
15	0	0	0	0	0	516	0	
